playlist_id,track_name,track_uri,preview_url,added_at,analysis_url
spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,Keep Breathing,spotify:track:4HtGSunDdFD5QgCqI4zP29,https://p.scdn.co/mp3-preview/a4c30564321ac3850045987c7a97c94ec0d70f17?cid=0192382717fd44a18daf0f99ca2242d8,2019-07-26T21:07:57Z,https://api.spotify.com/v1/audio-analysis/4HtGSunDdFD5QgCqI4zP29
spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,Chasing Cloud Nine,spotify:track:10Fb5CydCmYW3lqQGjNb04,,2019-07-26T21:07:57Z,https://api.spotify.com/v1/audio-analysis/10Fb5CydCmYW3lqQGjNb04
spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,And The Flowers Were Gray,spotify:track:42ZTTDeBon4bTcSF3KA5F0,https://p.scdn.co/mp3-preview/6abbe8ffcb137aa08e4b43ae7b7c869f6a3cedcd?cid=0192382717fd44a18daf0f99ca2242d8,2019-07-26T21:07:57Z,https://api.spotify.com/v1/audio-analysis/42ZTTDeBon4bTcSF3KA5F0
spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,Rapture,spotify:track:4kgig1MUfc5p99MFYRRULy,https://p.scdn.co/mp3-preview/7de565d6e5c12eab03fdbd21e53d4cb07bf0ba1d?cid=0192382717fd44a18daf0f99ca2242d8,2019-07-26T21:07:57Z,https://api.spotify.com/v1/audio-analysis/4kgig1MUfc5p99MFYRRULy
spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,Pinô,spotify:track:2Ai5UUXyxaulVbompgrzlo,https://p.scdn.co/mp3-preview/0015766239a745314958f719f021cba38bed8bb3?cid=0192382717fd44a18daf0f99ca2242d8,2019-07-26T21:07:57Z,https://api.spotify.com/v1/audio-analysis/2Ai5UUXyxaulVbompgrzlo
spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,Balm (Scaled Down Version),spotify:track:5eIifmrzK2XxqiABsZhYGK,,2019-07-26T21:07:57Z,https://api.spotify.com/v1/audio-analysis/5eIifmrzK2XxqiABsZhYGK
spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,Solution,spotify:track:7ww76pqFaCvzJkXq3ZlRWi,https://p.scdn.co/mp3-preview/b0e2b2d266cc0801aab07ea5261632787e455c61?cid=0192382717fd44a18daf0f99ca2242d8,2019-07-26T21:07:57Z,https://api.spotify.com/v1/audio-analysis/7ww76pqFaCvzJkXq3ZlRWi
spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,"Fragment, Pt. 1",spotify:track:7tiXaPmrIYPy2x8pYw5n2m,https://p.scdn.co/mp3-preview/cb94c1bbc9691a0236a9610a6b19b940d2de3b23?cid=0192382717fd44a18daf0f99ca2242d8,2019-07-26T21:07:57Z,https://api.spotify.com/v1/audio-analysis/7tiXaPmrIYPy2x8pYw5n2m
spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,The Same Answer,spotify:track:5KlC2hzT0q5KHTTShSlzE5,https://p.scdn.co/mp3-preview/004d4d8fe40a6f740e5a0877a504badb13eaf201?cid=0192382717fd44a18daf0f99ca2242d8,2019-07-26T21:07:57Z,https://api.spotify.com/v1/audio-analysis/5KlC2hzT0q5KHTTShSlzE5
spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,Cavatina,spotify:track:1JhaLgkRU4M7GXfjMmsDAl,https://p.scdn.co/mp3-preview/eca9a919d4d241252d0fe8d7fa510986213bf39d?cid=0192382717fd44a18daf0f99ca2242d8,2019-07-26T21:07:57Z,https://api.spotify.com/v1/audio-analysis/1JhaLgkRU4M7GXfjMmsDAl
spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,Two Hearts,spotify:track:5U463rClubkFesH8GRxJNa,https://p.scdn.co/mp3-preview/2c3b33c4f5461c454379c562a3aa76d5b9d86317?cid=0192382717fd44a18daf0f99ca2242d8,2019-07-26T21:07:57Z,https://api.spotify.com/v1/audio-analysis/5U463rClubkFesH8GRxJNa
spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,Wake up Rested,spotify:track:3AKj2SIi4Z765IPjXgPnvL,https://p.scdn.co/mp3-preview/15416cab83fb29e665f914232b3f5557f83ae0a1?cid=0192382717fd44a18daf0f99ca2242d8,2019-07-26T21:07:57Z,https://api.spotify.com/v1/audio-analysis/3AKj2SIi4Z765IPjXgPnvL
spotify:playlist:37i9dQZF1DWZd79rJ6a7lp,Depths of Eternity,spotify:track:1Ujn2n8YOeyXbUM4fAlN0A,https://p.scdn.co/mp3-preview/c51f823e161961fe5368802d21dfe01832648408?cid=0192382717fd44a18daf0f99ca2242d8,2019-07-26T21:07:57Z,https://api.spotify.com/v1/audio-analysis/1Ujn2n8YOeyXbUM4fAlN0A
